INSIGHTS	Post Match	1	Mexico have been eliminated in the group stages of the World Cup for the first time since 1978 – they had progressed from the group stages in each of their previous eight participations.	2	Saudi Arabia have been eliminated in the group stages for the fifth time in six participations at the World Cup (1998, 2002, 2006, 2018 and 2022). The exception was in 1994 when they reached the Round of 16.	3	Mexico have won five of their six matches against Saudi Arabia in all competitions (D1), with this their first game against them since a 5-1 win in the Confederations Cup in 1999.
COMMENTARY	Post Match	Heartbreak for Mexico as they are out of the World Cup despite a 2-1 win over Saudi Arabia. Mexico were on top from the first whistle and finally got their breakthrough just two minutes into the second half when Martin poked in from close range. Chavez then scored a truly outstanding long-range free-kick to make it 2-0. They needed a third to leapfrog Poland into second place, and Lozano and Antuna both had goals disallowed for tight offsides before Al Dawsari ended their hopes with a late consolation for Saudi Arabia.
YELLOW CARD	90+7'	Hattan Bahebri	Saudi Arabia · Striker #19	Bahbri is tracking back with Lozano and brings the midfielder down, resulting in a yellow card.
INSIGHTS	90+5'	Saudi Arabia have received 13 yellow cards in the 2022 World Cup group stage, a new record for a team in a single group stage in World Cup history
GOOOAAALLL!!!	90+5'	Saudi Arabia	1	-	2	Mexico	Salem Aldawsari	Saudi Arabia · Midfielder #10	Asst: H. Bahbri	AL DAWSARI SCORES! And takes away Mexico's chance of reaching the last 16! Al Dawsari plays a lovely one-two with Bahbri on the edge of the box and he's one-on-one with Ochoa. He has a quick glance to check where the keeper is before slotting his shot into the near post. 2-1!
COMMENTARY	90+2'	SAVE! Lozano finally has a chance to take a free-kick as it's slightly to the left. He curls it towards the far post, but Al Owais watches it all the way and punches it clear.
YELLOW CARD	90+1'	Abdulelah Al-Amri	Saudi Arabia · Defender #4	We're into seven minutes of added time, and Mexico have another free-kick after Al Amri tugged Funes Mori down. He's shown a yellow card.
COMMENTARY	90'	Madu is down on the edge of his own box after being winded. The medical team are on, and he's quickly back to his feet.
SUBSTITUTION	88'	IN	Hattan Bahebri	Saudi Arabia · Striker #19	OUT	Sultan Al-Ghannam	Saudi Arabia · Defender #2	Saudi Arabia are also making another change as Al Ghannam goes off for Bahbri.
COMMENTARY	87'	OFFSIDE! Mexico have another one chalked off! It's threaded through for Antuna, and as Al Owais rushes off his line, he takes the shot early. He slots it past the goalkeeper and runs to the corner in celebration before the offside flag cuts it short.
SUBSTITUTION	86'	IN	Rogelio Funes Mori	Mexico · Striker #11	OUT	Edson Álvarez	Mexico · Midfielder #4	Final rolls of the dice for Mexico now. Edson Alvarez is the first to make way, with Funes Mori replacing him.
SUBSTITUTION	86'	IN	Kevin Álvarez	Mexico · Defender #26	OUT	Jorge Sánchez	Mexico · Defender #19	And Sanchez is also taken off, with Kevin Alvarez on in his place.
YELLOW CARD	81'	Abdullah Madu	Saudi Arabia · Defender #3	Lozano is bursting into the box and Madu takes one for the team by tripping him right on the edge of the box. He's shown a yellow card.
COMMENTARY	78'	GREAT CHANCE! Things are getting a bit manic now as Mexico throw everything they have at Saudi Arabia. Lozano cuts inside from the left and sees his cross tipped away by Al Owais. Rodriguez is bundled over before he can latch onto it.
SUBSTITUTION	77'	IN	Raúl Jiménez	Mexico · Striker #9	OUT	Henry Martín	Mexico · Striker #20	And Martin is also taken off, with Jimenez on for him.
SUBSTITUTION	77'	IN	Carlos Alberto Rodríguez	Mexico · Midfielder #8	OUT	Orbelín Pineda	Mexico · Midfielder #17	Double change for Mexico as they look for the goal that would send them through as things stand. Pineda is the first to go off, with Rodriguez replacing him.
COMMENTARY	76'	CLOSE! This time, Martin times his run perfectly as he drags it past Al Ghannam on the left and he pulls it back to Lozano on the edge of the box. He drags at his shot though and sends it wide of the far post.
COMMENTARY	73'	SAVE! Chavez does go for goal direct from the free-kick again, but he lifts it towards the top-left corner this time. Al Owais scrambles across his line and stretches to push this one wide.
COMMENTARY	70'	CHANCE! Lozano's free-kick is cleared, but Mexico keep it alive on the edge of the box, with Chavez nodding it back in for Martin. He lets it bounce before hitting it on the volley, but it sails over the bar.
COMMENTARY	66'	GOOD SAVE! It's a lovely turn from Lozano as he cuts inside from the left and the space just opens up for him. He takes the shot on from the edge of the box, and Al Owais gets down quickly to push it away from the bottom corner.
SUBSTITUTION	62'	IN	Abdulrahman Alobud	Saudi Arabia · Midfielder #20	OUT	Saleh Alshehri	Saudi Arabia · Striker #11	Saudi Arabia are making another change here as Al Obud comes on in place of Al Shehri.
INSIGHTS	56'	Mexico have had 10 shots on target in this match, their most in a World Cup match since 1966
COMMENTARY	56'	OFFSIDE! Alvarez slides it through to Martin, who cushions it into Lozano's path and he coolly slots it past Al Owais into the far bottom corner. Martin just set off too early though, and the flag denies Mexico a third.
INSIGHTS	52'	Luis Chavez has had seven shots against Saudi Arabia - no player has had more in a single match at this World Cup
INSIGHTS	52'	Luis Chavez has had three shots on target in this match for Mexico. Across Mexico’s first two World Cup games of 2022, no player had more than one shot on target.
GOOOAAALLL!!!	52'	Saudi Arabia	0	-	2	Mexico	Luis Chávez	Mexico · Midfielder #24	WHAT A GOAL! Absolutely incredible! Chavez steps up to take the free-kick that Martin won, and it's a long way out, but that doesn't deter him! It's straight down the middle and he strikes it sweetly, lifting it over the wall and over the stretching Al Owais into the near post. 2-0 Mexico!
YELLOW CARD	52'	Hassan Altambakti	Saudi Arabia · Defender #17	Tambakti gets wrong side of Martin and tugs the forward back. He's the latest player to receive a yellow card.
INSIGHTS	51'	Mexico's goal came from their 63rd shot in their last five World Cup matches (failed to score in last four WC games)
INSIGHTS	50'	Mexico's goal was their first in five World Cup matches (failed to score against Poland and Argentina at Qatar 2022 and Sweden and Brazil at last World Cup)
INSIGHTS	48'	Mexico have scored their first goal of the tournament from their 29th shot
INSIGHTS	47'	Luis Chavez's goal was Mexico's first at the World Cup from a direct free kick since 1966
GOOOAAALLL!!!	47'	Saudi Arabia	0	-	1	Mexico	Henry Martín	Mexico · Striker #20	Asst: C. Montes	MARTIN SCORES! What a start to the second half by Mexico! Their early pressure won them a corner and Chavez swings it into the box. It's flicked on at the near post by Montes and Martin is unmarked in the six-yard box to tap it past Al Owais from close range. 1-0 Mexico!
SUBSTITUTION	46'	IN	Abdullah Madu	Saudi Arabia · Defender #3	OUT	Ali Alhassan	Saudi Arabia · Midfielder #15	And for Saudi Arabia, Al Hassan, who was booked, goes off for Madu.
SUBSTITUTION	46'	IN	Uriel Antuna	Mexico · Striker #21	OUT	Alexis Vega	Mexico · Midfielder #10	There's a change for both sides at the start of the second half, with Mexico going first. Vega makes way, with Antuna coming on for him.
COMMENTARY	Half-time	It's goalless at the break between Saudi Arabia and Mexico. That isn't to say there haven't been chances though, with Mexico in particular creating some good openings. Vega saw an effort smothered just three minutes in, with Martin and Pineda also coming close. Saudi Arabia grew into the game - Kanno saw a free-kick loop just over the bar and Al Hassan's diving header was sent wide just before the break.
COMMENTARY	45+6'	WHAT A CHANCE! Al Brikan finally gets the better of Gallardo down the right and he lifts a great cross in from the byline. Al Hassan throws himself forward to get his head on it, but it flies wide of the far post.
COMMENTARY	41'	CLOSE! Chavez's long-range shot from the free-kick is blocked, but Mexico keep it alive through Lozano. He touches it back to Alvarez, who drags it away from Tambakti before drilling it through a crowded box and it ricochets just wide.
SUBSTITUTION	37'	IN	Riyadh Sharahili	Saudi Arabia · Midfielder #26	OUT	Ali Albulayhi	Saudi Arabia · Defender #5	More injury problems for Saudi Arabia here as Al Bulayhi goes off. Sharahili comes on to replace him.
YELLOW CARD	34'	Ali Alhassan	Saudi Arabia · Midfielder #15	Chavez knocked it through Al Hassan's feet before having his legs swiped out from under him. The Saudi Arabian is the latest to go into the book.
YELLOW CARD	28'	Saleh Alshehri	Saudi Arabia · Striker #11	Al Shehri just catches Moreno in the back of the head with his elbow during an aerial challenge and is shown a yellow card.
